loan_id,credit_score,risk_band,ml_default_score,score_date,score_band
LN0000427,409,Deep Sub-Prime,0.0494,2026-03-06,Low Risk
LN0000428,821,Prime,0.1121,2026-03-06,Medium Risk
LN0000429,663,Sub-Prime,0.2608,2026-03-06,High Risk
LN0000430,773,Prime,0.183,2026-03-06,Medium Risk
LN0000431,665,Sub-Prime,0.3802,2026-03-06,High Risk
LN0000432,803,Prime,0.5064,2026-03-06,Very High Risk
LN0000433,575,Deep Sub-Prime,0.1955,2026-03-06,Medium Risk
LN0000434,819,Prime,0.1917,2026-03-06,Medium Risk
LN0000435,832,Prime,0.1818,2026-03-06,Medium Risk
LN0000436,752,Prime,0.1725,2026-03-06,Medium Risk
LN0000437,761,Prime,0.1322,2026-03-06,Medium Risk
LN0000438,694,Near-Prime,0.1627,2026-03-06,Medium Risk
LN0000439,746,Near-Prime,0.2587,2026-03-06,High Risk
LN0000440,736,Near-Prime,0.2958,2026-03-06,High Risk
LN0000441,617,Sub-Prime,0.0702,2026-03-06,Low Risk
LN0000442,840,Prime,0.2782,2026-03-06,High Risk
LN0000443,702,Near-Prime,0.1686,2026-03-06,Medium Risk
LN0000444,508,Deep Sub-Prime,0.2697,2026-03-06,High Risk
LN0000445,617,Sub-Prime,0.1899,2026-03-06,Medium Risk
LN0000446,712,Near-Prime,0.011,2026-03-06,Low Risk
LN0000447,734,Near-Prime,0.1147,2026-03-06,Medium Risk
LN0000448,662,Sub-Prime,0.1272,2026-03-06,Medium Risk
LN0000449,731,Near-Prime,0.2479,2026-03-06,Medium Risk
LN0000450,673,Sub-Prime,0.0523,2026-03-06,Low Risk
LN0000451,742,Near-Prime,0.2322,2026-03-06,Medium Risk
LN0000452,799,Prime,0.1434,2026-03-06,Medium Risk
LN0000453,583,Sub-Prime,0.1181,2026-03-06,Medium Risk
LN0000454,438,Deep Sub-Prime,0.1156,2026-03-06,Medium Risk
LN0000455,422,Deep Sub-Prime,0.1551,2026-03-06,Medium Risk
LN0000456,709,Near-Prime,0.3475,2026-03-06,High Risk
LN0000457,695,Near-Prime,0.0531,2026-03-06,Low Risk
LN0000458,705,Near-Prime,0.1657,2026-03-06,Medium Risk
LN0000459,705,Near-Prime,0.149,2026-03-06,Medium Risk
LN0000460,740,Near-Prime,0.2831,2026-03-06,High Risk
LN0000461,758,Prime,0.1516,2026-03-06,Medium Risk
LN0000462,830,Prime,0.1547,2026-03-06,Medium Risk
LN0000463,728,Near-Prime,0.1218,2026-03-06,Medium Risk
LN0000464,807,Prime,0.3593,2026-03-06,High Risk
LN0000465,694,Near-Prime,0.1862,2026-03-06,Medium Risk
LN0000466,800,Prime,0.2026,2026-03-06,Medium Risk
LN0000467,680,Near-Prime,0.3035,2026-03-06,High Risk
LN0000468,713,Near-Prime,0.3227,2026-03-06,High Risk
LN0000469,741,Near-Prime,0.5107,2026-03-06,Very High Risk
LN0000470,718,Near-Prime,0.2291,2026-03-06,Medium Risk
LN0000471,705,Near-Prime,0.3009,2026-03-06,High Risk
LN0000472,823,Prime,0.1758,2026-03-06,Medium Risk
LN0000473,787,Prime,0.3836,2026-03-06,High Risk
LN0000474,831,Prime,0.3975,2026-03-06,High Risk
LN0000475,665,Sub-Prime,0.0268,2026-03-06,Low Risk
LN0000476,596,Sub-Prime,0.3527,2026-03-06,High Risk
LN0000477,718,Near-Prime,0.2663,2026-03-06,High Risk
LN0000478,502,Deep Sub-Prime,0.1399,2026-03-06,Medium Risk
LN0000479,673,Sub-Prime,0.2557,2026-03-06,High Risk
LN0000480,778,Prime,0.359,2026-03-06,High Risk
LN0000481,725,Near-Prime,0.162,2026-03-06,Medium Risk
LN0000482,432,Deep Sub-Prime,0.3642,2026-03-06,High Risk
LN0000483,694,Near-Prime,0.1878,2026-03-06,Medium Risk
LN0000484,728,Near-Prime,0.1089,2026-03-06,Medium Risk
LN0000485,743,Near-Prime,0.3875,2026-03-06,High Risk
LN0000486,762,Prime,0.4962,2026-03-06,High Risk
LN0000487,801,Prime,0.0722,2026-03-06,Low Risk
LN0000488,731,Near-Prime,0.1142,2026-03-06,Medium Risk
LN0000489,727,Near-Prime,0.3278,2026-03-06,High Risk
LN0000490,811,Prime,0.289,2026-03-06,High Risk
LN0000491,686,Near-Prime,0.0553,2026-03-06,Low Risk
LN0000492,691,Near-Prime,0.1231,2026-03-06,Medium Risk
LN0000493,811,Prime,0.1677,2026-03-06,Medium Risk
LN0000494,695,Near-Prime,0.2258,2026-03-06,Medium Risk
LN0000495,840,Prime,0.1998,2026-03-06,Medium Risk
LN0000496,723,Near-Prime,0.1585,2026-03-06,Medium Risk
LN0000497,684,Near-Prime,0.1476,2026-03-06,Medium Risk
LN0000498,788,Prime,0.2601,2026-03-06,High Risk
LN0000499,812,Prime,0.064,2026-03-06,Low Risk
LN0000500,846,Prime,0.0787,2026-03-06,Low Risk
LN0000501,686,Near-Prime,0.1638,2026-03-06,Medium Risk
LN0000502,702,Near-Prime,0.0601,2026-03-06,Low Risk
LN0000503,696,Near-Prime,0.031,2026-03-06,Low Risk
LN0000504,812,Prime,0.0753,2026-03-06,Low Risk
LN0000505,637,Sub-Prime,0.3425,2026-03-06,High Risk
LN0000506,766,Prime,0.0509,2026-03-06,Low Risk
LN0000507,731,Near-Prime,0.2668,2026-03-06,High Risk
LN0000508,591,Sub-Prime,0.0949,2026-03-06,Low Risk
LN0000509,844,Prime,0.1961,2026-03-06,Medium Risk
LN0000510,805,Prime,0.2063,2026-03-06,Medium Risk
LN0000511,729,Near-Prime,0.1905,2026-03-06,Medium Risk
LN0000512,594,Sub-Prime,0.4879,2026-03-06,High Risk
LN0000513,581,Sub-Prime,0.0756,2026-03-06,Low Risk
LN0000514,710,Near-Prime,0.0084,2026-03-06,Low Risk
LN0000515,595,Sub-Prime,0.4473,2026-03-06,High Risk
LN0000516,654,Sub-Prime,0.1938,2026-03-06,Medium Risk
LN0000517,483,Deep Sub-Prime,0.2088,2026-03-06,Medium Risk
LN0000518,707,Near-Prime,0.3355,2026-03-06,High Risk
LN0000519,837,Prime,0.3191,2026-03-06,High Risk
LN0000520,580,Sub-Prime,0.0552,2026-03-06,Low Risk
LN0000521,610,Sub-Prime,0.2704,2026-03-06,High Risk
LN0000522,712,Near-Prime,0.1916,2026-03-06,Medium Risk
LN0000523,733,Near-Prime,0.0882,2026-03-06,Low Risk
LN0000524,686,Near-Prime,0.1668,2026-03-06,Medium Risk
LN0000525,821,Prime,0.0207,2026-03-06,Low Risk
LN0000526,587,Sub-Prime,0.3025,2026-03-06,High Risk
LN0000527,714,Near-Prime,0.2292,2026-03-06,Medium Risk
LN0000528,730,Near-Prime,0.0119,2026-03-06,Low Risk
LN0000529,739,Near-Prime,0.1829,2026-03-06,Medium Risk
LN0000530,717,Near-Prime,0.2841,2026-03-06,High Risk
LN0000531,609,Sub-Prime,0.2841,2026-03-06,High Risk
LN0000532,787,Prime,0.1869,2026-03-06,Medium Risk
LN0000533,553,Deep Sub-Prime,0.23,2026-03-06,Medium Risk
LN0000534,482,Deep Sub-Prime,0.2903,2026-03-06,High Risk
LN0000535,723,Near-Prime,0.2137,2026-03-06,Medium Risk
LN0000536,696,Near-Prime,0.2375,2026-03-06,Medium Risk
LN0000537,464,Deep Sub-Prime,0.0389,2026-03-06,Low Risk
LN0000538,637,Sub-Prime,0.2824,2026-03-06,High Risk
LN0000539,434,Deep Sub-Prime,0.0674,2026-03-06,Low Risk
LN0000540,769,Prime,0.2381,2026-03-06,Medium Risk
LN0000541,726,Near-Prime,0.2418,2026-03-06,Medium Risk
LN0000542,790,Prime,0.199,2026-03-06,Medium Risk
LN0000543,543,Deep Sub-Prime,0.442,2026-03-06,High Risk
LN0000544,717,Near-Prime,0.1259,2026-03-06,Medium Risk
LN0000545,641,Sub-Prime,0.2287,2026-03-06,Medium Risk
LN0000546,839,Prime,0.1144,2026-03-06,Medium Risk
LN0000547,648,Sub-Prime,0.5683,2026-03-06,Very High Risk
LN0000548,730,Near-Prime,0.1262,2026-03-06,Medium Risk
LN0000549,662,Sub-Prime,0.1306,2026-03-06,Medium Risk
LN0000550,717,Near-Prime,0.1941,2026-03-06,Medium Risk
LN0000551,484,Deep Sub-Prime,0.1182,2026-03-06,Medium Risk
LN0000552,796,Prime,0.2976,2026-03-06,High Risk
LN0000553,737,Near-Prime,0.0717,2026-03-06,Low Risk
LN0000554,434,Deep Sub-Prime,0.0871,2026-03-06,Low Risk
LN0000555,693,Near-Prime,0.3225,2026-03-06,High Risk
LN0000556,696,Near-Prime,0.1692,2026-03-06,Medium Risk
LN0000557,794,Prime,0.0877,2026-03-06,Low Risk
LN0000558,727,Near-Prime,0.1673,2026-03-06,Medium Risk
LN0000559,687,Near-Prime,0.4005,2026-03-06,High Risk
LN0000560,840,Prime,0.0112,2026-03-06,Low Risk
LN0000561,433,Deep Sub-Prime,0.0427,2026-03-06,Low Risk
LN0000562,748,Near-Prime,0.1177,2026-03-06,Medium Risk
LN0000563,714,Near-Prime,0.4212,2026-03-06,High Risk
LN0000564,765,Prime,0.1776,2026-03-06,Medium Risk
LN0000565,653,Sub-Prime,0.5159,2026-03-06,Very High Risk
LN0000566,414,Deep Sub-Prime,0.1925,2026-03-06,Medium Risk
LN0000567,689,Near-Prime,0.1694,2026-03-06,Medium Risk
LN0000568,612,Sub-Prime,0.1819,2026-03-06,Medium Risk
LN0000569,734,Near-Prime,0.333,2026-03-06,High Risk
LN0000570,816,Prime,0.057,2026-03-06,Low Risk
LN0000571,725,Near-Prime,0.1505,2026-03-06,Medium Risk
LN0000572,599,Sub-Prime,0.1862,2026-03-06,Medium Risk
LN0000573,479,Deep Sub-Prime,0.1714,2026-03-06,Medium Risk
LN0000574,719,Near-Prime,0.358,2026-03-06,High Risk
LN0000575,713,Near-Prime,0.2541,2026-03-06,High Risk
LN0000576,727,Near-Prime,0.3054,2026-03-06,High Risk
LN0000577,727,Near-Prime,0.0738,2026-03-06,Low Risk
LN0000578,831,Prime,0.1931,2026-03-06,Medium Risk
LN0000579,710,Near-Prime,0.276,2026-03-06,High Risk
LN0000580,791,Prime,0.374,2026-03-06,High Risk
LN0000581,715,Near-Prime,0.135,2026-03-06,Medium Risk
LN0000582,803,Prime,0.1623,2026-03-06,Medium Risk
LN0000583,417,Deep Sub-Prime,0.0651,2026-03-06,Low Risk
LN0000584,719,Near-Prime,0.4376,2026-03-06,High Risk
LN0000585,834,Prime,0.0672,2026-03-06,Low Risk
LN0000586,828,Prime,0.1146,2026-03-06,Medium Risk
LN0000587,748,Near-Prime,0.2532,2026-03-06,High Risk
LN0000588,717,Near-Prime,0.1571,2026-03-06,Medium Risk
LN0000589,710,Near-Prime,0.2958,2026-03-06,High Risk
LN0000590,737,Near-Prime,0.2971,2026-03-06,High Risk
LN0000591,653,Sub-Prime,0.0876,2026-03-06,Low Risk
LN0000592,768,Prime,0.1635,2026-03-06,Medium Risk
LN0000593,772,Prime,0.1429,2026-03-06,Medium Risk
LN0000594,704,Near-Prime,0.2127,2026-03-06,Medium Risk
LN0000595,658,Sub-Prime,0.1892,2026-03-06,Medium Risk
LN0000596,744,Near-Prime,0.1636,2026-03-06,Medium Risk
LN0000597,797,Prime,0.0305,2026-03-06,Low Risk
LN0000598,811,Prime,0.156,2026-03-06,Medium Risk
LN0000599,695,Near-Prime,0.1222,2026-03-06,Medium Risk
LN0000600,746,Near-Prime,0.1317,2026-03-06,Medium Risk
LN0000601,546,Deep Sub-Prime,0.2443,2026-03-06,Medium Risk
LN0000602,822,Prime,0.0492,2026-03-06,Low Risk
LN0000603,770,Prime,0.2446,2026-03-06,Medium Risk
LN0000604,622,Sub-Prime,0.1618,2026-03-06,Medium Risk
LN0000605,801,Prime,0.1355,2026-03-06,Medium Risk
LN0000606,761,Prime,0.4897,2026-03-06,High Risk
LN0000607,838,Prime,0.4506,2026-03-06,High Risk
LN0000608,742,Near-Prime,0.2072,2026-03-06,Medium Risk
LN0000609,820,Prime,0.1418,2026-03-06,Medium Risk
LN0000610,716,Near-Prime,0.1677,2026-03-06,Medium Risk
LN0000611,824,Prime,0.3893,2026-03-06,High Risk
LN0000612,682,Near-Prime,0.054,2026-03-06,Low Risk
LN0000613,726,Near-Prime,0.2691,2026-03-06,High Risk
LN0000614,803,Prime,0.1958,2026-03-06,Medium Risk
LN0000615,594,Sub-Prime,0.1427,2026-03-06,Medium Risk
LN0000616,702,Near-Prime,0.1815,2026-03-06,Medium Risk
LN0000617,815,Prime,0.1195,2026-03-06,Medium Risk
LN0000618,710,Near-Prime,0.3565,2026-03-06,High Risk
LN0000619,681,Near-Prime,0.3403,2026-03-06,High Risk
LN0000620,685,Near-Prime,0.0484,2026-03-06,Low Risk
LN0000621,771,Prime,0.3777,2026-03-06,High Risk
LN0000622,614,Sub-Prime,0.1675,2026-03-06,Medium Risk
LN0000623,830,Prime,0.3674,2026-03-06,High Risk
LN0000624,728,Near-Prime,0.0532,2026-03-06,Low Risk
LN0000625,798,Prime,0.4231,2026-03-06,High Risk
LN0000626,760,Prime,0.2342,2026-03-06,Medium Risk
LN0000627,699,Near-Prime,0.1897,2026-03-06,Medium Risk
LN0000628,696,Near-Prime,0.1762,2026-03-06,Medium Risk
LN0000629,607,Sub-Prime,0.1946,2026-03-06,Medium Risk
LN0000630,730,Near-Prime,0.1414,2026-03-06,Medium Risk
LN0000631,734,Near-Prime,0.0155,2026-03-06,Low Risk
LN0000632,812,Prime,0.42,2026-03-06,High Risk
LN0000633,762,Prime,0.0377,2026-03-06,Low Risk
LN0000634,849,Prime,0.2099,2026-03-06,Medium Risk
LN0000635,740,Near-Prime,0.3587,2026-03-06,High Risk
LN0000636,457,Deep Sub-Prime,0.1254,2026-03-06,Medium Risk
LN0000637,734,Near-Prime,0.0634,2026-03-06,Low Risk
LN0000638,722,Near-Prime,0.4394,2026-03-06,High Risk
LN0000639,691,Near-Prime,0.151,2026-03-06,Medium Risk
LN0000640,744,Near-Prime,0.2201,2026-03-06,Medium Risk
LN0000641,744,Near-Prime,0.2563,2026-03-06,High Risk
LN0000642,713,Near-Prime,0.1261,2026-03-06,Medium Risk
LN0000643,796,Prime,0.3651,2026-03-06,High Risk
LN0000644,700,Near-Prime,0.2364,2026-03-06,Medium Risk
LN0000645,495,Deep Sub-Prime,0.3118,2026-03-06,High Risk
LN0000646,704,Near-Prime,0.0578,2026-03-06,Low Risk
LN0000647,412,Deep Sub-Prime,0.2052,2026-03-06,Medium Risk
LN0000648,832,Prime,0.1233,2026-03-06,Medium Risk
LN0000649,734,Near-Prime,0.335,2026-03-06,High Risk
LN0000650,681,Near-Prime,0.0609,2026-03-06,Low Risk
LN0000651,753,Prime,0.0805,2026-03-06,Low Risk
LN0000652,724,Near-Prime,0.2622,2026-03-06,High Risk
LN0000653,658,Sub-Prime,0.1118,2026-03-06,Medium Risk
LN0000654,732,Near-Prime,0.0912,2026-03-06,Low Risk
LN0000655,697,Near-Prime,0.2464,2026-03-06,Medium Risk
LN0000656,707,Near-Prime,0.2054,2026-03-06,Medium Risk
LN0000657,684,Near-Prime,0.1104,2026-03-06,Medium Risk
LN0000658,729,Near-Prime,0.2342,2026-03-06,Medium Risk
LN0000659,608,Sub-Prime,0.3498,2026-03-06,High Risk
LN0000660,651,Sub-Prime,0.2807,2026-03-06,High Risk
LN0000661,748,Near-Prime,0.092,2026-03-06,Low Risk
LN0000662,684,Near-Prime,0.3822,2026-03-06,High Risk
LN0000663,813,Prime,0.0523,2026-03-06,Low Risk
LN0000664,709,Near-Prime,0.0785,2026-03-06,Low Risk
LN0000665,745,Near-Prime,0.1416,2026-03-06,Medium Risk
LN0000666,737,Near-Prime,0.1831,2026-03-06,Medium Risk
LN0000667,704,Near-Prime,0.0985,2026-03-06,Low Risk
LN0000668,821,Prime,0.0757,2026-03-06,Low Risk
LN0000669,813,Prime,0.2648,2026-03-06,High Risk
LN0000670,596,Sub-Prime,0.1611,2026-03-06,Medium Risk
LN0000671,493,Deep Sub-Prime,0.1,2026-03-06,Low Risk
LN0000672,625,Sub-Prime,0.1622,2026-03-06,Medium Risk
LN0000673,536,Deep Sub-Prime,0.3479,2026-03-06,High Risk
LN0000674,774,Prime,0.1576,2026-03-06,Medium Risk
LN0000675,714,Near-Prime,0.0504,2026-03-06,Low Risk
LN0000676,558,Deep Sub-Prime,0.34,2026-03-06,High Risk
LN0000677,746,Near-Prime,0.1816,2026-03-06,Medium Risk
LN0000678,707,Near-Prime,0.2809,2026-03-06,High Risk
LN0000679,685,Near-Prime,0.3652,2026-03-06,High Risk
LN0000680,644,Sub-Prime,0.2771,2026-03-06,High Risk
LN0000681,827,Prime,0.4436,2026-03-06,High Risk
LN0000682,511,Deep Sub-Prime,0.2632,2026-03-06,High Risk
LN0000683,505,Deep Sub-Prime,0.1548,2026-03-06,Medium Risk
LN0000684,694,Near-Prime,0.1442,2026-03-06,Medium Risk
LN0000685,644,Sub-Prime,0.2712,2026-03-06,High Risk
LN0000686,680,Near-Prime,0.3499,2026-03-06,High Risk
LN0000687,733,Near-Prime,0.2241,2026-03-06,Medium Risk
LN0000688,589,Sub-Prime,0.2312,2026-03-06,Medium Risk
LN0000689,700,Near-Prime,0.1134,2026-03-06,Medium Risk
LN0000690,702,Near-Prime,0.1735,2026-03-06,Medium Risk
LN0000691,719,Near-Prime,0.304,2026-03-06,High Risk
LN0000692,736,Near-Prime,0.3885,2026-03-06,High Risk
LN0000693,763,Prime,0.146,2026-03-06,Medium Risk
LN0000694,779,Prime,0.2345,2026-03-06,Medium Risk
LN0000695,829,Prime,0.2227,2026-03-06,Medium Risk
LN0000696,728,Near-Prime,0.3133,2026-03-06,High Risk
LN0000697,828,Prime,0.0964,2026-03-06,Low Risk
LN0000698,691,Near-Prime,0.1952,2026-03-06,Medium Risk
LN0000699,616,Sub-Prime,0.2502,2026-03-06,High Risk
LN0000700,655,Sub-Prime,0.1882,2026-03-06,Medium Risk
LN0000701,703,Near-Prime,0.1298,2026-03-06,Medium Risk
LN0000702,755,Prime,0.1949,2026-03-06,Medium Risk
LN0000703,737,Near-Prime,0.1294,2026-03-06,Medium Risk
LN0000704,680,Near-Prime,0.1283,2026-03-06,Medium Risk
LN0000705,610,Sub-Prime,0.0785,2026-03-06,Low Risk
LN0000706,754,Prime,0.1757,2026-03-06,Medium Risk
LN0000707,614,Sub-Prime,0.3794,2026-03-06,High Risk
LN0000708,582,Sub-Prime,0.3278,2026-03-06,High Risk
LN0000709,728,Near-Prime,0.0971,2026-03-06,Low Risk
LN0000710,810,Prime,0.3482,2026-03-06,High Risk
LN0000711,747,Near-Prime,0.2496,2026-03-06,Medium Risk
LN0000712,830,Prime,0.0526,2026-03-06,Low Risk
LN0000713,839,Prime,0.0645,2026-03-06,Low Risk
LN0000714,748,Near-Prime,0.0328,2026-03-06,Low Risk
LN0000715,726,Near-Prime,0.3718,2026-03-06,High Risk
LN0000716,786,Prime,0.1591,2026-03-06,Medium Risk
LN0000717,625,Sub-Prime,0.3974,2026-03-06,High Risk
LN0000718,658,Sub-Prime,0.1158,2026-03-06,Medium Risk
LN0000719,619,Sub-Prime,0.3238,2026-03-06,High Risk
LN0000720,688,Near-Prime,0.1091,2026-03-06,Medium Risk
LN0000721,815,Prime,0.3702,2026-03-06,High Risk
LN0000722,460,Deep Sub-Prime,0.1434,2026-03-06,Medium Risk
LN0000723,621,Sub-Prime,0.4047,2026-03-06,High Risk
LN0000724,722,Near-Prime,0.1195,2026-03-06,Medium Risk
LN0000725,610,Sub-Prime,0.221,2026-03-06,Medium Risk
LN0000726,701,Near-Prime,0.162,2026-03-06,Medium Risk
LN0000727,690,Near-Prime,0.2145,2026-03-06,Medium Risk
LN0000728,688,Near-Prime,0.0517,2026-03-06,Low Risk
LN0000729,839,Prime,0.1624,2026-03-06,Medium Risk
LN0000730,585,Sub-Prime,0.2376,2026-03-06,Medium Risk
LN0000731,697,Near-Prime,0.1436,2026-03-06,Medium Risk
LN0000732,834,Prime,0.1234,2026-03-06,Medium Risk
LN0000733,791,Prime,0.0762,2026-03-06,Low Risk
LN0000734,756,Prime,0.3829,2026-03-06,High Risk
LN0000735,797,Prime,0.0632,2026-03-06,Low Risk
LN0000736,845,Prime,0.1931,2026-03-06,Medium Risk
LN0000737,714,Near-Prime,0.0851,2026-03-06,Low Risk
LN0000738,714,Near-Prime,0.087,2026-03-06,Low Risk
LN0000739,846,Prime,0.364,2026-03-06,High Risk
LN0000740,632,Sub-Prime,0.0424,2026-03-06,Low Risk
LN0000741,820,Prime,0.3974,2026-03-06,High Risk
LN0000742,513,Deep Sub-Prime,0.1332,2026-03-06,Medium Risk
LN0000743,746,Near-Prime,0.3191,2026-03-06,High Risk
LN0000744,694,Near-Prime,0.1566,2026-03-06,Medium Risk
LN0000745,629,Sub-Prime,0.1341,2026-03-06,Medium Risk
LN0000746,680,Near-Prime,0.1221,2026-03-06,Medium Risk
LN0000747,710,Near-Prime,0.1339,2026-03-06,Medium Risk
LN0000748,764,Prime,0.1567,2026-03-06,Medium Risk
LN0000749,612,Sub-Prime,0.1463,2026-03-06,Medium Risk
LN0000750,800,Prime,0.1642,2026-03-06,Medium Risk
LN0000751,842,Prime,0.1023,2026-03-06,Medium Risk
LN0000752,517,Deep Sub-Prime,0.3262,2026-03-06,High Risk
LN0000753,647,Sub-Prime,0.1617,2026-03-06,Medium Risk
LN0000754,813,Prime,0.2219,2026-03-06,Medium Risk
LN0000755,831,Prime,0.0718,2026-03-06,Low Risk
LN0000756,736,Near-Prime,0.1139,2026-03-06,Medium Risk
LN0000757,750,Prime,0.1577,2026-03-06,Medium Risk
LN0000758,791,Prime,0.1247,2026-03-06,Medium Risk
LN0000759,692,Near-Prime,0.486,2026-03-06,High Risk
LN0000760,680,Near-Prime,0.0907,2026-03-06,Low Risk
LN0000761,719,Near-Prime,0.0861,2026-03-06,Low Risk
LN0000762,480,Deep Sub-Prime,0.1533,2026-03-06,Medium Risk
LN0000763,793,Prime,0.3891,2026-03-06,High Risk
LN0000764,849,Prime,0.1288,2026-03-06,Medium Risk
LN0000765,830,Prime,0.0945,2026-03-06,Low Risk
LN0000766,719,Near-Prime,0.1153,2026-03-06,Medium Risk
LN0000767,444,Deep Sub-Prime,0.0284,2026-03-06,Low Risk
LN0000768,782,Prime,0.4181,2026-03-06,High Risk
LN0000769,797,Prime,0.2018,2026-03-06,Medium Risk
LN0000770,633,Sub-Prime,0.1131,2026-03-06,Medium Risk
LN0000771,449,Deep Sub-Prime,0.5257,2026-03-06,Very High Risk
LN0000772,600,Sub-Prime,0.0284,2026-03-06,Low Risk
LN0000773,684,Near-Prime,0.1345,2026-03-06,Medium Risk
LN0000774,640,Sub-Prime,0.3018,2026-03-06,High Risk
LN0000775,697,Near-Prime,0.1369,2026-03-06,Medium Risk
LN0000776,846,Prime,0.0957,2026-03-06,Low Risk
LN0000777,793,Prime,0.1237,2026-03-06,Medium Risk
LN0000778,711,Near-Prime,0.3381,2026-03-06,High Risk
LN0000779,501,Deep Sub-Prime,0.5328,2026-03-06,Very High Risk
LN0000780,729,Near-Prime,0.2701,2026-03-06,High Risk
LN0000781,795,Prime,0.2312,2026-03-06,Medium Risk
LN0000782,668,Sub-Prime,0.1853,2026-03-06,Medium Risk
LN0000783,740,Near-Prime,0.0698,2026-03-06,Low Risk
LN0000784,796,Prime,0.2209,2026-03-06,Medium Risk
LN0000785,841,Prime,0.1527,2026-03-06,Medium Risk
LN0000786,580,Sub-Prime,0.068,2026-03-06,Low Risk
LN0000787,763,Prime,0.3509,2026-03-06,High Risk
LN0000788,733,Near-Prime,0.0847,2026-03-06,Low Risk
LN0000789,780,Prime,0.234,2026-03-06,Medium Risk
LN0000790,673,Sub-Prime,0.1597,2026-03-06,Medium Risk
LN0000791,734,Near-Prime,0.255,2026-03-06,High Risk
LN0000792,806,Prime,0.1269,2026-03-06,Medium Risk
LN0000793,803,Prime,0.2559,2026-03-06,High Risk
LN0000794,730,Near-Prime,0.1752,2026-03-06,Medium Risk
LN0000795,645,Sub-Prime,0.1872,2026-03-06,Medium Risk
LN0000796,512,Deep Sub-Prime,0.0169,2026-03-06,Low Risk
LN0000797,650,Sub-Prime,0.2223,2026-03-06,Medium Risk
LN0000798,722,Near-Prime,0.4029,2026-03-06,High Risk
LN0000799,726,Near-Prime,0.1956,2026-03-06,Medium Risk
LN0000800,480,Deep Sub-Prime,0.2036,2026-03-06,Medium Risk
LN0000801,717,Near-Prime,0.4717,2026-03-06,High Risk
LN0000802,685,Near-Prime,0.0891,2026-03-06,Low Risk
LN0000803,742,Near-Prime,0.0692,2026-03-06,Low Risk
LN0000804,647,Sub-Prime,0.1732,2026-03-06,Medium Risk
LN0000805,436,Deep Sub-Prime,0.1361,2026-03-06,Medium Risk
LN0000806,734,Near-Prime,0.4118,2026-03-06,High Risk
LN0000807,674,Sub-Prime,0.1066,2026-03-06,Medium Risk
LN0000808,683,Near-Prime,0.1345,2026-03-06,Medium Risk
LN0000809,774,Prime,0.3937,2026-03-06,High Risk
LN0000810,730,Near-Prime,0.1914,2026-03-06,Medium Risk
LN0000811,687,Near-Prime,0.2567,2026-03-06,High Risk
LN0000812,698,Near-Prime,0.4074,2026-03-06,High Risk
LN0000813,800,Prime,0.1133,2026-03-06,Medium Risk
LN0000814,703,Near-Prime,0.2132,2026-03-06,Medium Risk
LN0000815,709,Near-Prime,0.0768,2026-03-06,Low Risk
LN0000816,731,Near-Prime,0.2712,2026-03-06,High Risk
LN0000817,838,Prime,0.1738,2026-03-06,Medium Risk
LN0000818,693,Near-Prime,0.2248,2026-03-06,Medium Risk
LN0000819,777,Prime,0.2806,2026-03-06,High Risk
LN0000820,757,Prime,0.1613,2026-03-06,Medium Risk
LN0000821,709,Near-Prime,0.0932,2026-03-06,Low Risk
LN0000822,608,Sub-Prime,0.0255,2026-03-06,Low Risk
LN0000823,710,Near-Prime,0.5549,2026-03-06,Very High Risk
LN0000824,786,Prime,0.1328,2026-03-06,Medium Risk
LN0000825,602,Sub-Prime,0.3539,2026-03-06,High Risk
LN0000826,761,Prime,0.3553,2026-03-06,High Risk
LN0000827,715,Near-Prime,0.1711,2026-03-06,Medium Risk
LN0000828,456,Deep Sub-Prime,0.2482,2026-03-06,Medium Risk
LN0000829,770,Prime,0.2144,2026-03-06,Medium Risk
LN0000830,673,Sub-Prime,0.3146,2026-03-06,High Risk
LN0000831,740,Near-Prime,0.2481,2026-03-06,Medium Risk
LN0000832,746,Near-Prime,0.279,2026-03-06,High Risk
LN0000833,794,Prime,0.553,2026-03-06,Very High Risk
LN0000834,736,Near-Prime,0.1912,2026-03-06,Medium Risk
LN0000835,646,Sub-Prime,0.1731,2026-03-06,Medium Risk
LN0000836,687,Near-Prime,0.2056,2026-03-06,Medium Risk
LN0000837,646,Sub-Prime,0.1274,2026-03-06,Medium Risk
LN0000838,770,Prime,0.1141,2026-03-06,Medium Risk
LN0000839,496,Deep Sub-Prime,0.1109,2026-03-06,Medium Risk
LN0000840,694,Near-Prime,0.3539,2026-03-06,High Risk
LN0000841,595,Sub-Prime,0.0693,2026-03-06,Low Risk
LN0000842,625,Sub-Prime,0.1835,2026-03-06,Medium Risk
LN0000843,823,Prime,0.2403,2026-03-06,Medium Risk
LN0000844,587,Sub-Prime,0.2244,2026-03-06,Medium Risk
LN0000845,550,Deep Sub-Prime,0.0868,2026-03-06,Low Risk
LN0000846,837,Prime,0.357,2026-03-06,High Risk
LN0000847,836,Prime,0.3008,2026-03-06,High Risk
LN0000848,574,Deep Sub-Prime,0.188,2026-03-06,Medium Risk
LN0000849,719,Near-Prime,0.3683,2026-03-06,High Risk
LN0000850,699,Near-Prime,0.1427,2026-03-06,Medium Risk
LN0000851,746,Near-Prime,0.1028,2026-03-06,Medium Risk
